File Name,σ_avg,σ_avg_err,σ_r,σ_r_err,χ²/ν_r,σ_l,σ_l_err,χ²/ν_l
dltdc16_sc01_t_01_09_ns_cut_twc,0.33393079594401076,0.002047690272263242,0.32642243074158717,0.002764424653691056,2.4207576737337315,0.34143916114643436,0.0030216052254639627,4.418941239869961
dltdc16_sc02_t_02_10_ns_cut_twc,0.40710627721305653,0.002616142580486353,0.4717890676130074,0.004348463149150828,9.186864280661174,0.3424234868131057,0.0029099271891599703,6.685660066667158
dltdc16_sc03_t_03_11_ns_cut_twc,0.5206812972475073,0.0037038071817119566,0.4915698943144075,0.004924745481319333,14.65847727229069,0.5497927001806072,0.005533500926305975,4.13037321491054
dltdc16_sc04_t_04_12_ns_cut_twc,0.3413644586462421,0.0022281658971732886,0.3304052580653309,0.002904689847258751,8.015989746386781,0.35232365922715336,0.0033795961226951547,5.6613927612951525
dltdc16_sc09_t_17_25_ns_cut_twc,0.33892986962844684,0.002600705812533427,0.33608702156736325,0.00412889078448232,4.783656979997067,0.34177271768953044,0.0031633753781676907,3.5818319265654246
dltdc16_sc10_t_18_26_ns_cut_twc,0.29841370221594554,0.0022176256326137704,0.3029124175233568,0.0035097799520647345,2.264858598087168,0.2939149869085343,0.0027116228487359686,8.010195891881272
